#iter iter*batch time loss_G_GAN loss_G_L1 loss_D_real loss_D_fake
3849 15396 3252.423 7.508 1.828 0.139 0.001
3850 15400 3253.601 6.723 2.120 0.014 0.003
3851 15404 3254.379 4.808 2.193 0.006 0.020
3852 15408 3255.011 5.965 2.252 0.005 0.007
3853 15412 3255.898 6.148 2.298 0.004 0.005
3854 15416 3256.473 5.699 2.140 0.005 0.008
3855 15420 3257.000 4.435 2.139 0.005 0.036
3856 15424 3257.562 5.347 2.113 0.006 0.014
3857 15428 3258.331 5.093 2.188 0.008 0.018
3858 15432 3259.436 7.333 2.085 0.005 1.227
3859 15436 3260.557 6.073 1.922 0.622 0.004
3860 15440 3261.487 4.475 1.901 0.233 0.014
3861 15444 3262.481 4.671 2.020 0.067 0.123
3862 15448 3263.185 4.948 2.016 0.039 0.011
3863 15452 3263.735 3.739 1.986 0.038 0.160
3864 15456 3264.198 3.981 1.924 0.020 0.073
3865 15460 3264.819 3.764 1.993 0.063 0.206
3866 15464 3265.309 3.705 1.864 0.089 0.065
3867 15468 3265.951 3.333 1.982 0.091 0.082
3868 15472 3266.659 3.346 2.219 0.072 0.123
3869 15476 3267.377 3.584 2.292 0.065 0.073
3870 15480 3268.144 3.600 1.945 0.113 0.110
3871 15484 3269.201 4.167 2.204 0.102 0.021
3872 15488 3270.225 2.913 2.026 0.108 0.111
3873 15492 3271.755 4.065 1.834 0.047 0.275
3874 15496 3272.862 5.145 1.943 0.140 0.009
3875 15500 3273.597 6.247 1.927 0.107 0.004
3876 15504 3274.391 3.856 1.949 0.045 0.024
3877 15508 3275.077 4.073 1.980 0.019 0.026
3878 15512 3275.576 4.138 1.902 0.042 0.419
3879 15516 3276.203 3.252 2.021 0.635 0.023
3880 15520 3277.043 2.030 1.947 0.158 0.129
3881 15524 3277.959 3.048 1.765 0.039 0.060
3882 15528 3278.752 4.010 1.909 0.009 0.398
3883 15532 3280.024 5.114 1.874 0.038 0.375
3884 15536 3280.841 3.612 1.800 1.032 0.021
3885 15540 3281.504 2.733 1.725 0.112 0.106
3886 15544 3282.168 3.677 1.811 0.096 0.300
3887 15548 3282.654 2.583 1.941 0.335 0.134
3888 15552 3283.114 3.524 1.959 0.051 0.226
3889 15556 3283.459 3.882 2.090 0.039 0.058
3890 15560 3283.847 3.571 1.920 0.084 0.155
3891 15564 3284.329 3.840 1.956 0.074 0.096
3892 15568 3284.771 3.533 1.759 0.120 0.041
3893 15572 3285.490 3.459 1.776 0.049 0.044
3894 15576 3285.961 4.314 1.817 0.087 0.012
3895 15580 3287.182 3.669 1.924 0.034 0.223
3896 15584 3288.767 3.926 1.923 0.050 0.059
3897 15588 3289.726 2.973 1.862 0.114 0.086
3898 15592 3290.785 2.996 1.791 0.126 0.070
3899 15596 3291.616 3.525 1.937 0.076 0.031
3900 15600 3292.232 3.111 1.856 0.061 0.098
3901 15604 3292.946 4.054 1.824 0.029 0.028
3902 15608 3294.191 5.267 1.846 0.024 0.308
3903 15612 3295.633 4.577 2.072 0.403 0.024
3904 15616 3296.291 0.712 1.971 0.488 0.060
3905 15620 3297.210 4.982 1.843 0.027 0.606
3906 15624 3297.794 0.613 1.822 1.296 0.055
3907 15628 3298.473 4.872 2.014 0.004 1.395
3908 15632 3299.517 1.490 1.890 1.460 0.022
3909 15636 3300.582 2.602 2.007 0.116 0.650
3910 15640 3302.010 2.927 2.014 0.418 0.361
3911 15644 3303.849 3.073 1.926 0.166 0.130
3912 15648 3304.567 2.967 2.009 0.088 0.218
3913 15652 3305.132 2.883 1.981 0.157 0.098
3914 15656 3305.829 2.441 2.059 0.172 0.237
3915 15660 3306.613 2.508 1.924 0.182 0.140
3916 15664 3307.327 3.023 2.007 0.074 0.140
3917 15668 3308.267 2.623 2.082 0.173 0.093
3918 15672 3309.306 2.721 2.019 0.096 0.134
3919 15676 3310.238 3.407 1.888 0.059 0.226
3920 15680 3310.907 3.322 1.895 0.108 0.080
3921 15684 3312.252 2.939 1.816 0.160 0.230
3922 15688 3313.636 2.791 1.906 0.235 0.048
3923 15692 3314.764 2.513 1.842 0.088 0.098
3924 15696 3315.762 4.429 1.822 0.043 0.393
3925 15700 3316.565 2.277 2.021 0.467 0.059
3926 15704 3317.412 2.948 2.078 0.084 0.245
3927 15708 3318.074 3.364 2.467 0.145 0.085
3928 15712 3318.715 3.644 2.776 0.135 0.138
3929 15716 3319.380 3.505 2.461 0.095 0.054
3930 15720 3320.091 3.677 2.118 0.077 0.138
3931 15724 3320.955 3.991 2.067 0.059 0.042
3932 15728 3321.863 2.934 1.863 0.113 0.075
3933 15732 3322.682 4.163 1.968 0.080 0.015
3934 15736 3323.678 3.366 1.907 0.024 0.129
3935 15740 3324.484 4.571 2.327 0.024 0.263
3936 15744 3325.872 4.198 2.397 0.202 0.015
3937 15748 3327.103 2.800 2.168 0.146 0.040
3938 15752 3328.398 3.147 2.096 0.028 0.085
3939 15756 3329.689 3.952 2.131 0.048 0.027
3940 15760 3330.255 3.821 1.984 0.011 0.151
3941 15764 3331.383 4.177 2.010 0.041 0.048
3942 15768 3332.118 3.891 1.941 0.115 0.018
3943 15772 3333.059 3.368 1.887 0.067 0.130
3944 15776 3333.846 4.263 2.042 0.026 0.118
3945 15780 3334.514 3.468 2.226 0.162 0.035
3946 15784 3335.350 3.554 2.248 0.056 0.037
3947 15788 3336.234 3.725 2.410 0.044 0.111
3948 15792 3337.063 3.688 2.256 0.078 0.036
3949 15796 3337.920 3.703 2.136 0.041 0.037
3950 15800 3338.715 3.530 1.922 0.021 0.096
3951 15804 3339.757 3.589 2.134 0.071 0.051
3952 15808 3341.214 3.778 2.046 0.046 0.107
3953 15812 3342.235 3.774 2.184 0.065 0.075
3954 15816 3343.563 3.107 2.325 0.146 0.029
3955 15820 3344.170 3.375 2.167 0.033 0.081
3956 15824 3344.589 4.209 2.140 0.020 0.031
3957 15828 3345.076 4.011 2.100 0.044 0.136
3958 15832 3345.631 3.732 2.244 0.118 0.036
3959 15836 3346.186 3.853 1.949 0.057 0.021
3960 15840 3347.116 4.202 2.005 0.029 0.016
3961 15844 3347.908 5.297 2.005 0.017 0.205
3962 15848 3348.972 3.318 2.099 0.262 0.024
3963 15852 3350.018 3.373 2.125 0.044 0.032
3964 15856 3350.888 4.117 2.514 0.043 0.019
3965 15860 3352.027 4.759 2.640 0.014 0.158
3966 15864 3353.142 5.094 2.219 0.057 0.020
3967 15868 3354.073 3.052 1.986 0.117 0.045
3968 15872 3354.945 5.414 2.008 0.024 0.006
3969 15876 3356.003 4.348 2.223 0.008 0.028
3970 15880 3356.639 4.272 2.125 0.021 0.171
3971 15884 3357.180 3.906 2.098 0.151 0.055
3972 15888 3357.827 4.071 2.039 0.037 0.156
3973 15892 3358.604 3.475 1.967 0.142 0.031
3974 15896 3359.345 5.690 2.342 0.034 0.218
3975 15900 3360.119 4.978 2.614 0.138 0.010
3976 15904 3360.838 4.012 2.671 0.042 0.068
3977 15908 3361.784 3.879 2.853 0.100 0.055
3978 15912 3362.729 4.881 2.937 0.040 0.115
3979 15916 3363.564 5.745 2.683 0.114 0.003
3980 15920 3364.327 3.973 2.441 0.011 0.060
3981 15924 3365.411 3.900 2.122 0.038 0.069
3982 15928 3366.458 4.379 2.041 0.021 0.027
3983 15932 3367.832 4.319 2.035 0.049 0.177
3984 15936 3369.057 2.621 2.157 0.306 0.026
3985 15940 3370.080 3.395 2.086 0.046 0.103
3986 15944 3371.057 4.120 1.985 0.046 0.056
3987 15948 3372.051 4.232 2.016 0.020 0.076
3988 15952 3372.818 5.360 1.953 0.032 0.190
3989 15956 3373.386 3.784 1.919 0.304 0.014
3990 15960 3373.860 2.400 1.919 0.134 0.120
3991 15964 3374.499 4.863 2.138 0.083 0.324
3992 15968 3375.564 3.773 2.165 0.418 0.040
3993 15972 3376.896 4.629 1.997 0.061 0.214
3994 15976 3378.044 3.468 1.982 0.157 0.025
3995 15980 3379.019 5.243 2.223 0.055 0.480
3996 15984 3379.974 1.661 2.160 1.420 0.124
3997 15988 3381.521 6.535 2.070 0.047 1.137
3998 15992 3383.063 1.072 1.986 2.428 0.033
3999 15996 3383.877 4.246 1.873 0.112 1.089
4000 16000 3385.062 2.387 1.796 1.285 0.587
4001 16004 3386.092 2.076 2.028 0.896 0.666
4002 16008 3386.938 1.896 1.856 0.391 0.243
4003 16012 3387.606 5.138 2.118 0.138 1.081
4004 16016 3388.274 1.186 1.860 2.381 0.049
4005 16020 3388.782 2.708 1.776 0.103 0.746
4006 16024 3389.581 3.623 1.798 0.078 0.223
4007 16028 3390.416 2.532 1.896 0.256 0.104
4008 16032 3391.254 2.296 1.942 0.191 0.238
4009 16036 3392.061 3.417 1.921 0.083 0.254
4010 16040 3392.937 2.142 1.939 0.369 0.080
4011 16044 3393.629 3.772 2.159 0.033 0.494
4012 16048 3394.198 2.046 2.216 0.441 0.057
4013 16052 3394.777 3.680 2.130 0.101 0.710
4014 16056 3395.485 1.616 2.089 0.766 0.048
4015 16060 3396.502 4.293 2.077 0.040 0.940
4016 16064 3397.802 3.011 2.235 0.318 0.090
4017 16068 3398.963 1.737 1.936 0.637 0.040
4018 16072 3400.248 4.122 1.976 0.037 0.739
4019 16076 3401.265 2.297 1.904 0.995 0.149
4020 16080 3402.257 3.457 2.001 0.307 0.551
4021 16084 3402.836 1.518 1.967 0.650 0.083
4022 16088 3403.472 4.963 1.876 0.035 1.897
4023 16092 3404.028 2.439 1.791 0.752 0.020
4024 16096 3404.405 1.423 1.810 0.225 0.186
4025 16100 3404.853 5.033 1.826 0.025 1.148
4026 16104 3405.635 3.176 1.798 1.181 0.019
4027 16108 3406.518 2.636 1.730 0.128 0.046
4028 16112 3407.530 2.745 1.716 0.057 0.298
4029 16116 3408.682 3.563 1.739 0.075 0.142
4030 16120 3409.422 2.921 1.889 0.151 0.142
4031 16124 3410.220 2.882 1.870 0.155 0.092
4032 16128 3411.182 2.404 1.949 0.179 0.183
4033 16132 3412.054 2.839 1.953 0.089 0.144
4034 16136 3412.692 2.683 2.018 0.153 0.107
4035 16140 3413.530 2.653 2.193 0.131 0.189
4036 16144 3414.400 3.076 2.115 0.126 0.082
4037 16148 3415.244 3.035 2.158 0.045 0.184
4038 16152 3415.830 2.887 2.146 0.169 0.071
4039 16156 3416.351 3.094 2.017 0.097 0.052
4040 16160 3416.736 2.786 2.225 0.058 0.135
4041 16164 3417.794 2.588 1.997 0.114 0.170
4042 16168 3418.812 3.479 2.124 0.048 0.065
4043 16172 3419.847 3.190 2.040 0.047 0.081
4044 16176 3420.739 3.087 1.978 0.080 0.081
4045 16180 3421.836 3.252 2.094 0.080 0.072
4046 16184 3422.515 4.367 1.813 0.069 0.021
4047 16188 3423.175 3.211 2.110 0.082 0.198
4048 16192 3424.265 3.755 1.967 0.028 0.105
4049 16196 3425.364 3.245 1.914 0.148 0.045
4050 16200 3426.481 3.217 1.957 0.053 0.118
4051 16204 3427.413 5.010 2.239 0.042 0.202
4052 16208 3428.157 3.968 2.338 0.141 0.066
4053 16212 3428.947 1.893 2.683 0.330 0.093
4054 16216 3429.793 3.622 2.955 0.067 0.236
4055 16220 3430.577 7.462 2.613 0.048 0.170
4056 16224 3431.092 7.589 2.247 0.148 0.001
4057 16228 3431.885 5.772 1.975 0.274 0.003
4058 16232 3432.696 5.145 2.197 0.010 0.501
4059 16236 3433.804 5.713 2.028 0.217 0.009
4060 16240 3434.876 3.363 2.124 0.068 0.066
4061 16244 3435.676 3.217 2.118 0.068 0.153
4062 16248 3436.715 4.081 2.124 0.037 0.147
4063 16252 3437.526 3.035 2.081 0.211 0.065
4064 16256 3438.481 3.492 1.967 0.046 0.117
4065 16260 3439.212 3.472 2.009 0.153 0.050
4066 16264 3440.160 3.769 2.104 0.073 0.032
4067 16268 3441.569 6.919 2.128 0.037 0.569
4068 16272 3443.021 3.469 2.192 0.694 0.009
4069 16276 3444.019 2.274 2.520 0.119 0.160
4070 16280 3445.150 6.430 2.613 0.019 0.438
4071 16284 3445.997 5.042 2.767 0.190 0.016
4072 16288 3447.109 2.469 2.415 0.162 0.041
4073 16292 3447.874 3.341 2.024 0.061 0.181
4074 16296 3448.692 3.849 1.948 0.092 0.030
4075 16300 3449.697 5.056 2.158 0.081 0.393
4076 16304 3450.693 2.459 2.062 0.467 0.022
4077 16308 3451.409 3.014 2.073 0.041 0.184
4078 16312 3451.983 3.535 2.038 0.084 0.153
4079 16316 3452.616 4.147 1.977 0.029 0.069
4080 16320 3453.628 4.220 1.902 0.116 0.018
4081 16324 3454.638 3.319 1.997 0.070 0.047
4082 16328 3455.853 3.677 2.175 0.043 0.130
4083 16332 3456.958 4.046 2.012 0.040 0.061
4084 16336 3457.800 2.770 2.041 0.201 0.042
4085 16340 3458.670 2.956 1.875 0.066 0.095
4086 16344 3459.779 3.531 1.938 0.035 0.106
4087 16348 3460.517 4.035 1.928 0.083 0.027
4088 16352 3461.038 3.790 1.837 0.054 0.028
4089 16356 3461.622 3.042 1.868 0.082 0.064
4090 16360 3462.289 2.991 2.005 0.076 0.067
4091 16364 3463.228 3.880 1.853 0.041 0.027
4092 16368 3464.059 3.638 2.066 0.021 0.151
4093 16372 3465.015 4.280 1.958 0.023 0.051
4094 16376 3465.909 4.066 1.954 0.084 0.025
4095 16380 3467.435 3.242 1.813 0.074 0.047
4096 16384 3468.324 5.328 1.904 0.084 0.005
4097 16388 3469.558 3.304 2.067 0.026 0.143
4098 16392 3470.454 4.474 1.995 0.015 0.027
4099 16396 3471.046 8.866 2.015 0.070 0.000
4100 16400 3471.790 8.310 2.094 0.044 0.001
4101 16404 3472.947 4.695 2.272 0.012 0.019
4102 16408 3474.129 8.129 2.042 0.012 0.001
4103 16412 3475.020 7.986 2.190 0.004 0.001
4104 16416 3475.723 7.415 2.203 0.014 0.001
4105 16420 3476.898 6.266 2.455 0.003 0.005
4106 16424 3477.741 4.074 2.359 0.005 0.199
4107 16428 3478.441 5.007 2.074 0.013 0.027
4108 16432 3479.006 4.774 2.102 0.021 0.023
4109 16436 3479.561 4.598 2.037 0.091 0.013
4110 16440 3480.351 3.812 2.119 0.008 0.047
4111 16444 3481.248 4.136 1.987 0.038 0.028
4112 16448 3481.929 3.968 2.060 0.041 0.162
4113 16452 3482.353 5.373 2.035 0.043 0.009
4114 16456 3483.000 3.798 2.079 0.035 0.051
4115 16460 3483.864 3.939 2.110 0.128 0.015
4116 16464 3484.973 3.733 2.204 0.013 0.058
4117 16468 3485.982 4.019 2.123 0.024 0.032
4118 16472 3487.035 4.141 2.202 0.038 0.180
4119 16476 3487.769 4.403 2.078 0.062 0.107
4120 16480 3488.610 6.150 2.198 0.146 0.003
4121 16484 3489.506 3.526 2.124 0.158 0.008
4122 16488 3490.123 3.341 2.334 0.016 0.076
4123 16492 3490.749 6.971 2.556 0.023 0.397
4124 16496 3491.433 3.946 2.385 0.387 0.013
4125 16500 3492.063 2.723 2.195 0.187 0.052
4126 16504 3492.775 3.808 2.219 0.023 0.134
4127 16508 3493.409 4.767 2.098 0.032 0.234
4128 16512 3493.861 4.824 2.384 0.054 0.153
4129 16516 3494.854 5.051 2.140 0.163 0.029
4130 16520 3496.162 3.861 2.068 0.111 0.021
4131 16524 3497.337 2.871 1.879 0.111 0.096
4132 16528 3498.439 4.817 2.039 0.018 0.226
4133 16532 3499.366 4.462 1.923 0.210 0.021
4134 16536 3500.547 4.234 1.943 0.079 0.009
4135 16540 3501.263 5.848 1.977 0.010 0.429
4136 16544 3502.017 5.862 2.014 0.107 0.016
4137 16548 3502.752 2.629 2.257 0.513 0.021
4138 16552 3503.483 5.493 2.318 0.033 0.511
4139 16556 3504.020 4.455 2.303 0.313 0.052
4140 16560 3504.525 2.953 2.200 0.250 0.013
4141 16564 3505.000 7.646 2.197 0.008 0.951
4142 16568 3505.473 1.473 1.910 2.034 0.013
4143 16572 3505.983 5.988 1.891 0.024 1.233
4144 16576 3506.466 3.803 2.198 2.677 0.626
4145 16580 3507.107 2.500 1.951 0.494 0.464
4146 16584 3508.107 2.822 1.837 0.349 0.656
4147 16588 3509.242 4.888 1.967 0.078 0.579
4148 16592 3510.293 3.707 2.296 0.490 0.028
4149 16596 3511.303 1.614 2.278 0.404 0.109
4150 16600 3512.514 3.106 2.566 0.162 0.654
4151 16604 3513.558 3.802 2.484 0.056 0.096
4152 16608 3514.720 2.075 2.075 0.301 0.089
4153 16612 3515.405 4.411 1.923 0.052 0.551
4154 16616 3516.382 2.393 1.970 0.575 0.076
4155 16620 3517.130 3.483 2.281 0.084 0.390
4156 16624 3518.130 2.035 2.407 0.498 0.096
4157 16628 3518.973 4.501 2.248 0.044 0.451
4158 16632 3519.921 4.439 2.285 0.235 0.108
4159 16636 3520.781 6.196 2.023 0.246 0.003
4160 16640 3521.771 2.984 2.077 0.007 0.130
4161 16644 3522.999 3.827 2.030 0.014 0.248
4162 16648 3523.694 4.404 1.924 0.039 0.063
4163 16652 3524.294 4.206 1.956 0.064 0.039
4164 16656 3524.943 2.843 1.960 0.233 0.051
4165 16660 3525.520 3.028 1.822 0.013 0.165
4166 16664 3526.674 4.088 1.875 0.063 0.232
4167 16668 3527.690 4.497 1.937 0.171 0.033
4168 16672 3528.787 3.633 1.992 0.060 0.057
4169 16676 3529.716 4.137 1.994 0.006 0.039
4170 16680 3530.544 3.101 2.107 0.187 0.030
4171 16684 3531.218 4.174 2.153 0.027 0.255
4172 16688 3531.850 4.404 2.231 0.120 0.031
4173 16692 3532.588 3.836 2.122 0.044 0.043
4174 16696 3533.448 3.729 2.296 0.071 0.032
4175 16700 3534.179 4.128 2.246 0.007 0.193
4176 16704 3534.937 5.142 2.597 0.037 0.019
4177 16708 3535.824 5.028 2.333 0.100 0.008
4178 16712 3536.467 3.798 2.367 0.074 0.018
4179 16716 3537.326 4.927 2.077 0.043 0.008
4180 16720 3538.471 4.274 2.036 0.007 0.023
4181 16724 3539.894 4.852 1.968 0.003 0.207
4182 16728 3540.958 4.895 2.158 0.079 0.047
4183 16732 3542.149 3.460 2.178 0.204 0.017
4184 16736 3543.067 5.220 2.222 0.069 0.008
4185 16740 3543.997 5.046 2.531 0.009 0.417
4186 16744 3545.186 6.404 2.376 0.291 0.002
4187 16748 3546.258 4.672 2.314 0.040 0.012
4188 16752 3546.939 3.728 2.371 0.024 0.078
4189 16756 3547.511 4.169 2.266 0.009 0.131
4190 16760 3548.081 5.022 2.181 0.027 0.026
4191 16764 3548.593 4.040 1.954 0.093 0.025
4192 16768 3549.243 3.849 2.055 0.017 0.048
4193 16772 3549.798 5.015 2.211 0.039 0.016
4194 16776 3550.838 5.673 2.702 0.032 0.007
4195 16780 3551.415 9.573 3.331 0.013 0.771
4196 16784 3552.305 6.606 3.438 0.657 0.010
4197 16788 3553.392 2.866 3.085 0.520 0.010
4198 16792 3554.935 3.536 3.313 0.009 0.218
4199 16796 3556.111 4.826 2.552 0.022 0.201
4200 16800 3556.785 5.326 2.428 0.022 0.036
4201 16804 3557.496 1.922 2.062 0.345 0.029
4202 16808 3558.119 6.840 2.004 0.004 1.309
4203 16812 3559.307 2.884 2.292 2.373 0.065
4204 16816 3560.424 2.773 2.145 0.403 0.191
4205 16820 3561.656 3.498 2.188 0.035 0.343
4206 16824 3562.702 4.014 2.130 0.152 0.123
4207 16828 3563.860 2.307 2.113 0.292 0.087
4208 16832 3564.730 3.234 1.938 0.043 0.308
4209 16836 3565.551 3.755 1.980 0.069 0.100
4210 16840 3566.423 3.005 1.884 0.191 0.077
4211 16844 3566.978 3.335 1.883 0.038 0.064
4212 16848 3567.572 3.325 2.078 0.049 0.111
4213 16852 3568.150 3.410 2.022 0.077 0.075
4214 16856 3568.949 3.457 2.124 0.045 0.078
4215 16860 3569.752 3.398 1.928 0.085 0.054
4216 16864 3570.507 3.733 1.865 0.036 0.046
4217 16868 3571.649 3.905 1.999 0.016 0.052
4218 16872 3572.963 3.710 2.027 0.140 0.024
4219 16876 3573.770 3.484 1.972 0.031 0.126
4220 16880 3574.330 4.056 1.930 0.012 0.054
4221 16884 3574.883 3.715 1.820 0.083 0.071
4222 16888 3575.505 3.650 1.775 0.056 0.062
4223 16892 3576.013 3.393 1.824 0.091 0.047
4224 16896 3576.556 3.316 1.837 0.066 0.057
4225 16900 3577.291 4.036 1.971 0.022 0.092
4226 16904 3578.543 7.086 2.001 0.129 0.001
4227 16908 3579.557 3.840 2.016 0.007 0.136
4228 16912 3580.692 5.571 2.048 0.058 0.006
4229 16916 3581.757 4.646 2.243 0.021 0.144
4230 16920 3582.423 3.849 2.542 0.151 0.024
4231 16924 3583.114 3.333 2.331 0.059 0.058
4232 16928 3583.690 4.193 2.562 0.060 0.126
4233 16932 3584.249 4.535 2.473 0.037 0.052
4234 16936 3584.951 2.519 2.655 0.165 0.034
4235 16940 3585.663 3.344 2.451 0.037 0.063
4236 16944 3586.411 5.485 2.472 0.003 0.193
4237 16948 3587.107 1.333 2.515 0.398 0.021
4238 16952 3588.009 7.513 2.263 0.023 0.691
4239 16956 3588.949 3.313 2.303 0.922 0.017
4240 16960 3589.707 3.167 2.020 0.029 0.151
4241 16964 3590.807 8.058 2.127 0.230 1.751
4242 16968 3592.336 4.050 2.296 3.261 0.003
4243 16972 3593.606 2.641 2.108 0.077 0.026
4244 16976 3594.579 4.692 1.998 0.090 0.648
4245 16980 3595.204 3.958 2.041 0.286 0.095
4246 16984 3595.894 2.077 1.748 0.447 0.038
4247 16988 3596.507 6.674 2.210 0.025 1.858
4248 16992 3597.522 3.732 2.590 1.565 0.012
4249 16996 3598.546 2.554 2.498 0.277 0.172
4250 17000 3599.902 4.524 2.331 0.019 0.657
4251 17004 3600.945 4.084 2.174 0.251 0.182
4252 17008 3602.079 3.987 2.150 0.052 0.129
4253 17012 3603.123 4.763 2.466 0.121 0.351
4254 17016 3604.136 2.719 2.555 0.967 0.119
4255 17020 3605.231 4.811 2.358 0.034 0.442
4256 17024 3606.320 3.694 2.216 0.255 0.043
4257 17028 3607.081 2.679 2.192 0.181 0.063
4258 17032 3608.061 4.252 2.288 0.048 0.466
4259 17036 3609.063 2.984 2.177 0.477 0.061
4260 17040 3610.017 3.376 2.187 0.031 0.189
4261 17044 3611.031 3.017 1.970 0.182 0.067
4262 17048 3611.779 3.607 1.956 0.013 0.162
4263 17052 3612.591 3.387 2.192 0.051 0.289
4264 17056 3613.543 3.241 2.308 0.205 0.084
4265 17060 3614.677 2.717 2.192 0.125 0.127
4266 17064 3615.931 2.123 2.046 0.258 0.116
4267 17068 3616.458 3.664 1.983 0.012 0.547
4268 17072 3616.948 4.737 2.076 0.111 0.030
4269 17076 3617.561 3.605 1.907 0.339 0.014
4270 17080 3618.082 2.857 1.877 0.017 0.130
4271 17084 3618.601 3.145 1.871 0.054 0.146
4272 17088 3619.228 3.787 2.007 0.022 0.095
4273 17092 3619.896 3.762 1.966 0.069 0.062
4274 17096 3620.815 2.917 1.963 0.119 0.111
4275 17100 3622.107 3.374 1.922 0.055 0.059
4276 17104 3623.092 3.830 1.906 0.046 0.033
4277 17108 3623.924 2.938 1.915 0.069 0.098
4278 17112 3624.906 3.129 2.029 0.040 0.154
4279 17116 3625.687 4.192 1.869 0.046 0.034
4280 17120 3626.335 3.593 1.810 0.105 0.031
4281 17124 3627.046 4.119 1.893 0.036 0.020
4282 17128 3627.693 3.142 1.886 0.047 0.109
4283 17132 3628.447 3.613 1.849 0.020 0.172
4284 17136 3629.298 4.341 1.959 0.114 0.017
4285 17140 3630.461 4.001 1.919 0.028 0.033
4286 17144 3631.415 3.153 2.097 0.124 0.119
4287 17148 3632.317 4.623 2.026 0.016 0.019
4288 17152 3633.680 4.520 2.264 0.049 0.017
4289 17156 3634.737 4.814 2.434 0.015 0.142
4290 17160 3635.389 4.540 2.545 0.068 0.071
4291 17164 3636.040 2.507 2.759 0.259 0.078
4292 17168 3636.690 2.687 2.618 0.189 0.195
4293 17172 3637.299 4.704 2.888 0.011 0.191
4294 17176 3638.007 1.811 2.981 0.586 0.015
4295 17180 3638.833 2.807 2.473 0.035 0.179
4296 17184 3639.624 4.564 2.540 0.009 0.280
4297 17188 3640.412 4.038 2.338 0.171 0.069
4298 17192 3641.203 4.343 2.177 0.236 0.008
4299 17196 3641.944 3.103 1.974 0.021 0.068
4300 17200 3643.094 3.612 1.928 0.046 0.077
4301 17204 3643.801 3.931 1.960 0.016 0.201
4302 17208 3644.431 3.935 2.095 0.098 0.081
4303 17212 3645.030 2.360 2.105 0.281 0.053
4304 17216 3646.528 3.467 1.970 0.020 0.096
4305 17220 3647.757 4.316 2.112 0.042 0.219
4306 17224 3648.440 3.292 2.007 0.395 0.018
4307 17228 3649.385 3.407 1.973 0.042 0.032
4308 17232 3650.306 3.597 2.041 0.013 0.108
4309 17236 3650.908 4.275 1.898 0.013 0.131
4310 17240 3651.610 3.821 1.941 0.127 0.028
4311 17244 3652.488 3.426 1.985 0.024 0.067
4312 17248 3653.139 3.052 1.895 0.114 0.115
4313 17252 3654.014 3.647 1.912 0.059 0.049
4314 17256 3655.236 3.699 1.870 0.029 0.068
4315 17260 3656.330 3.788 1.854 0.046 0.062
4316 17264 3657.081 4.582 1.853 0.024 0.019
4317 17268 3657.776 5.006 1.799 0.017 0.011
4318 17272 3658.639 3.980 1.922 0.064 0.019
4319 17276 3659.741 3.761 1.829 0.022 0.103
4320 17280 3661.002 4.248 1.967 0.041 0.037
4321 17284 3662.082 4.295 1.956 0.027 0.024
4322 17288 3663.138 4.285 2.724 0.035 0.020
4323 17292 3664.481 3.055 2.308 0.097 0.043
4324 17296 3665.455 3.570 2.088 0.022 0.040
4325 17300 3666.045 3.414 2.084 0.060 0.073
4326 17304 3666.706 3.985 2.061 0.023 0.055
4327 17308 3667.588 4.370 2.044 0.049 0.020
4328 17312 3668.582 3.347 1.994 0.073 0.040
4329 17316 3669.461 3.465 1.994 0.024 0.082
4330 17320 3670.199 3.732 2.072 0.038 0.061
4331 17324 3671.384 3.535 1.928 0.075 0.041
4332 17328 3672.222 3.983 2.091 0.026 0.031
4333 17332 3673.058 4.125 2.031 0.019 0.027
4334 17336 3673.616 4.280 1.921 0.071 0.011
4335 17340 3674.437 3.421 1.881 0.035 0.074
4336 17344 3675.105 3.963 1.938 0.018 0.054
4337 17348 3675.746 4.792 1.935 0.040 0.014
4338 17352 3676.737 3.709 1.963 0.054 0.140
4339 17356 3677.943 4.238 2.041 0.121 0.015
4340 17360 3678.987 3.907 2.160 0.038 0.021
4341 17364 3680.010 3.642 1.843 0.006 0.066
4342 17368 3681.184 4.525 1.857 0.023 0.021
4343 17372 3682.264 3.974 1.973 0.026 0.043
4344 17376 3683.214 4.409 1.951 0.049 0.017
4345 17380 3684.236 4.591 1.912 0.034 0.013
4346 17384 3685.564 4.104 1.925 0.011 0.060
4347 17388 3686.477 3.589 1.892 0.068 0.038
4348 17392 3687.127 3.832 1.879 0.023 0.035
4349 17396 3687.714 3.719 2.000 0.037 0.048
4350 17400 3688.449 4.019 2.000 0.021 0.034
4351 17404 3689.064 4.042 1.843 0.034 0.027
4352 17408 3689.619 3.699 1.977 0.045 0.035
4353 17412 3690.227 4.173 2.195 0.026 0.022
4354 17416 3691.287 3.817 2.094 0.014 0.049
